MO,DY,HR,T2M,ALLSKY_SFC_SW_DWN
5,15,5,26.73,5.77
5,15,6,26.86,70.56
5,15,7,27.11,227.13
5,15,8,27.74,366.27
5,15,9,28.67,448.33
5,15,10,29.46,552.06
5,15,11,30.09,645.73
5,15,12,30.44,659.75
5,15,13,30.48,648.02
5,15,14,30.28,429.23
5,15,15,30.13,353.8
5,15,16,29.99,183.81
5,15,17,29.09,41.05
5,15,18,28.55,0
5,15,19,28.01,0
5,15,20,27.55,0
5,15,21,27.42,0
5,15,22,27.3,0
5,15,23,27.21,0
5,16,0,27.15,0
5,16,1,27.08,0
5,16,2,26.98,0
5,16,3,26.9,0
5,16,4,26.8,0
5,16,5,26.73,6.35
5,16,6,26.99,91.86
5,16,7,27.48,280.79
5,16,8,28.37,464.8
5,16,9,29.18,531.3
5,16,10,29.87,603.59
5,16,11,30.08,516.59
5,16,12,29.84,406.55
5,16,13,29.53,62.62
5,16,14,29.26,31.01
5,16,15,28.9,31.07
5,16,16,28.45,27.52
5,16,17,27.74,8.44
5,16,18,27.09,0
5,16,19,26.86,0
5,16,20,26.71,0
5,16,21,26.62,0
5,16,22,26.55,0
5,16,23,26.47,0
5,17,0,26.37,0
5,17,1,26.35,0
5,17,2,26.31,0
5,17,3,26.19,0
5,17,4,26.25,0
5,17,5,26.38,4.84
5,17,6,27.11,79.62
5,17,7,28.06,228.62
5,17,8,29.45,388.42
5,17,9,30.6,566.7
5,17,10,31.56,675.28
5,17,11,32.38,818.45
5,17,12,32.96,821.83
5,17,13,33.06,821.28
5,17,14,32.65,696.77
5,17,15,32.01,541.15
5,17,16,31.05,312.16
5,17,17,29.8,88.09
5,17,18,28.68,0
5,17,19,28.19,0
5,17,20,28.01,0
5,17,21,27.87,0
5,17,22,27.76,0
5,17,23,27.68,0
5,18,0,27.65,0
5,18,1,27.75,0
5,18,2,27.85,0
5,18,3,27.83,0
5,18,4,27.7,0
5,18,5,27.56,6.98
5,18,6,28,128.11
5,18,7,29.5,337.28
5,18,8,30.55,565.68
5,18,9,31.45,749.09
5,18,10,32.08,823.64
5,18,11,32.38,889.15
5,18,12,32.29,787.4
5,18,13,31.88,791.65
5,18,14,30.98,663.15
5,18,15,30.07,516.05
5,18,16,29.28,289.55
5,18,17,28.62,90.16
5,18,18,28.18,0
5,18,19,28.12,0
5,18,20,28.1,0
5,18,21,28.05,0
5,18,22,28.01,0
5,18,23,27.93,0
5,19,0,27.82,0
5,19,1,27.69,0
5,19,2,27.64,0
5,19,3,27.61,0
5,19,4,27.57,0
5,19,5,27.48,6.8
5,19,6,27.73,119.3
5,19,7,28.6,342.94
5,19,8,29.72,568.28
5,19,9,30.8,733.11
5,19,10,31.76,865.37
5,19,11,32.08,904.73
5,19,12,31.8,888.6
5,19,13,31.37,579.88
5,19,14,30.81,436.52
5,19,15,30.23,247.64
5,19,16,29.65,80.97
5,19,17,29,26.52
5,19,18,28.35,0
5,19,19,28.04,0
5,19,20,27.92,0
5,19,21,27.83,0
5,19,22,27.74,0
5,19,23,27.62,0
5,20,0,27.52,0
5,20,1,27.44,0
5,20,2,27.33,0
5,20,3,27.29,0
5,20,4,27.3,0
5,20,5,27.27,6.97
5,20,6,27.63,110.94
5,20,7,28.49,262.38
5,20,8,29.51,424.2
5,20,9,30.44,624.99
5,20,10,31.29,789.39
5,20,11,31.81,796.31
5,20,12,31.83,796.34
5,20,13,31.59,558.95
5,20,14,30.87,181.3
5,20,15,30.09,55.31
5,20,16,29.19,30.23
5,20,17,28.4,10.32
5,20,18,27.81,0
5,20,19,27.58,0
5,20,20,27.46,0
5,20,21,27.31,0
5,20,22,27.19,0
5,20,23,27.11,0
5,21,0,27.03,0
5,21,1,26.98,0
5,21,2,26.94,0
5,21,3,26.88,0
5,21,4,26.86,0
5,21,5,26.88,5.4
5,21,6,27.12,52.47
5,21,7,27.97,165.73
5,21,8,29.08,276.79
5,21,9,30.02,497.71
5,21,10,30.76,649.96
5,21,11,31.26,687.23
5,21,12,31.38,672.09
5,21,13,31.21,609.34
5,21,14,30.58,278.1
5,21,15,29.9,34.79
5,21,16,29.14,31.64
5,21,17,28.31,6.44
5,21,18,27.68,0
5,21,19,27.46,0
5,21,20,27.33,0
5,21,21,27.27,0
5,21,22,27.24,0
5,21,23,27.22,0
5,22,0,27.17,0
5,22,1,27.08,0
5,22,2,27,0
5,22,3,26.93,0
5,22,4,26.89,0
5,22,5,26.87,6.31
5,22,6,27.13,107.07
5,22,7,27.73,312.7
5,22,8,28.72,507.77
5,22,9,29.68,643.82
5,22,10,30.61,746.47
5,22,11,31.5,759.63
5,22,12,32.03,771.2
5,22,13,32.08,699.48
5,22,14,31.72,610.7
5,22,15,31,466.98
5,22,16,29.9,266.16
5,22,17,28.73,85.38
5,22,18,27.93,0
5,22,19,27.67,0
5,22,20,27.56,0
5,22,21,27.46,0
5,22,22,27.36,0
5,22,23,27.21,0
5,23,0,27.1,0
5,23,1,26.98,0
5,23,2,26.9,0
5,23,3,26.82,0
5,23,4,26.73,0
5,23,5,26.69,7.4
5,23,6,26.98,127.28
5,23,7,27.74,318.34
5,23,8,28.92,551.3
5,23,9,29.83,708.68
5,23,10,30.58,840.41
5,23,11,31.23,898.23
5,23,12,31.69,834.87
5,23,13,31.81,800.84
5,23,14,31.53,655.26
5,23,15,30.82,445.9
5,23,16,30.1,234.27
5,23,17,29.1,79.21
5,23,18,28.11,0
5,23,19,27.66,0
5,23,20,27.44,0
5,23,21,27.3,0
5,23,22,27.22,0
5,23,23,27.14,0
5,24,0,27.11,0
5,24,1,27.07,0
5,24,2,26.98,0
5,24,3,26.92,0
5,24,4,26.89,0
5,24,5,26.86,5.7
5,24,6,27.15,91.85
5,24,7,27.95,272.86
5,24,8,28.79,483.9
5,24,9,29.59,676.17
5,24,10,30.33,812.87
5,24,11,30.87,805.38
5,24,12,31.15,815.15
5,24,13,31.2,720.92
5,24,14,30.99,610.98
5,24,15,30.48,337.45
5,24,16,29.73,151.55
5,24,17,28.75,33.89
5,24,18,27.77,0
5,24,19,27.44,0
5,24,20,27.31,0
5,24,21,27.23,0
5,24,22,27.15,0
5,24,23,27.09,0
5,25,0,27.03,0
5,25,1,26.91,0
5,25,2,26.88,0
5,25,3,26.92,0
5,25,4,26.99,0
5,25,5,27.01,6.05
5,25,6,27.24,49.16
5,25,7,27.67,172.35
5,25,8,28.32,292.75
5,25,9,29.05,378.05
5,25,10,29.8,175.91
5,25,11,30.52,295.39
5,25,12,30.69,477.17
5,25,13,30.58,479.2
5,25,14,30.03,428.48
5,25,15,29.48,292.14
5,25,16,28.81,183.75
5,25,17,28.1,49
5,25,18,27.52,0
5,25,19,27.3,0
5,25,20,27.19,0
5,25,21,27.14,0
5,25,22,27.23,0
5,25,23,27.32,0
5,26,0,27.33,0
5,26,1,27.27,0
5,26,2,27.23,0
5,26,3,27.19,0
5,26,4,27.13,0
5,26,5,26.98,5.59
5,26,6,27.12,97.73
5,26,7,28.11,269.62
5,26,8,28.72,431.57
5,26,9,29.34,579.66
5,26,10,30.06,782.38
5,26,11,30.64,858.04
5,26,12,31.16,795.48
5,26,13,31.39,697.1
5,26,14,31.31,528.45
5,26,15,30.94,312.05
5,26,16,30.44,206.16
5,26,17,29.3,28.04
5,26,18,28.19,0
5,26,19,27.8,0
5,26,20,27.57,0
5,26,21,27.44,0
5,26,22,27.35,0
5,26,23,27.23,0
5,27,0,27.08,0
5,27,1,26.93,0
5,27,2,26.82,0
5,27,3,26.77,0
5,27,4,26.8,0
5,27,5,26.81,5.61
5,27,6,27.15,101.59
5,27,7,28.01,309.44
5,27,8,28.96,486.49
5,27,9,29.1,639.44
5,27,10,29.4,821.52
5,27,11,29.57,908.53
5,27,12,29.49,906.33
5,27,13,29.14,740.74
5,27,14,28.7,599.33
5,27,15,28.33,373.7
5,27,16,27.89,201.05
5,27,17,27.55,58.73
5,27,18,27.3,0
5,27,19,27.28,0
5,27,20,27.24,0
5,27,21,27.19,0
5,27,22,27.11,0
5,27,23,27.04,0
5,28,0,27.01,0
5,28,1,26.99,0
5,28,2,27.01,0
5,28,3,26.99,0
5,28,4,26.97,0
5,28,5,27.09,5.63
5,28,6,27.59,98.99
5,28,7,28.88,276.86
5,28,8,29.62,483.12
5,28,9,30.23,646.24
5,28,10,30.94,810.68
5,28,11,31.44,886.98
5,28,12,31.62,781.06
5,28,13,31.13,681.67
5,28,14,30.52,451.17
5,28,15,29.96,277.19
5,28,16,29.26,85.12
5,28,17,28.55,21.27
5,28,18,28.08,0
5,28,19,27.92,0
5,28,20,27.87,0
5,28,21,27.86,0
5,28,22,27.81,0
5,28,23,27.77,0
5,29,0,27.71,0
5,29,1,27.64,0
5,29,2,27.61,0
5,29,3,27.6,0
5,29,4,27.62,0
5,29,5,27.62,7.61
5,29,6,27.78,89.8
5,29,7,28.14,251.72
5,29,8,28.73,430.18
5,29,9,29.4,635.91
5,29,10,30.05,734.85
5,29,11,30.6,749.59
5,29,12,30.79,739.05
5,29,13,30.72,550.47
5,29,14,30.47,419.78
5,29,15,30.01,175.33
5,29,16,29.46,82.8
5,29,17,28.76,18.72
5,29,18,28.11,0
5,29,19,27.95,0
5,29,20,27.87,0
5,29,21,27.83,0
5,29,22,27.8,0
5,29,23,27.7,0
5,30,0,27.58,0
5,30,1,27.47,0
5,30,2,27.4,0
5,30,3,27.34,0
5,30,4,27.31,0
5,30,5,27.21,6.71
5,30,6,27.59,107.27
5,30,7,28.05,291.77
5,30,8,28.67,513.48
5,30,9,29.36,661.29
5,30,10,29.97,710.82
5,30,11,30.37,805.36
5,30,12,30.56,761.23
5,30,13,30.61,535.23
5,30,14,30.58,469.12
5,30,15,30.54,240.59
5,30,16,30.79,105.38
5,30,17,29.56,28.29
5,30,18,28.39,0
5,30,19,28.12,0
5,30,20,28.04,0
5,30,21,27.98,0
5,30,22,27.88,0
5,30,23,27.78,0
5,31,0,27.69,0
5,31,1,27.62,0
5,31,2,27.56,0
5,31,3,27.53,0
5,31,4,27.49,0
5,31,5,27.47,6.73
5,31,6,27.81,108.81
5,31,7,28.33,314.4
5,31,8,29.55,484.59
5,31,9,30.55,609.07
5,31,10,30.65,695.52
5,31,11,30.48,685.48
5,31,12,30.44,671.51
5,31,13,29.94,503.42
5,31,14,29.55,339.06
5,31,15,29.18,113.23
5,31,16,28.84,89.92
5,31,17,28.51,19.23
5,31,18,28.14,0
5,31,19,28.05,0
5,31,20,28.06,0
5,31,21,28.01,0
5,31,22,27.91,0
5,31,23,27.86,0
6,1,0,27.82,0
6,1,1,27.81,0
6,1,2,27.64,0
6,1,3,27.46,0
6,1,4,27.33,0
6,1,5,27.25,6.6
6,1,6,27.4,84.02
6,1,7,27.98,240.06
6,1,8,28.62,375.59
6,1,9,29.23,521.62
6,1,10,29.54,580.35
6,1,11,29.49,623.56
6,1,12,29.37,553.59
6,1,13,29.19,354.55
6,1,14,29.07,161.54
6,1,15,29.71,59.39
6,1,16,29.75,35.59
6,1,17,29.26,13.38
6,1,18,28.62,0
6,1,19,28.44,0
6,1,20,28.3,0
6,1,21,28.14,0
6,1,22,27.93,0
6,1,23,27.64,0
6,2,0,27.52,0
6,2,1,27.39,0
6,2,2,27.31,0
6,2,3,27.25,0
6,2,4,27.29,0
6,2,5,27.36,7.48
6,2,6,27.64,100.71
6,2,7,28.4,300.98
6,2,8,29.48,469.02
6,2,9,29.49,647.48
6,2,10,29.67,721.43
6,2,11,29.9,715.49
6,2,12,30.05,792.32
6,2,13,30.04,743.85
6,2,14,29.77,621.35
6,2,15,29.41,463.73
6,2,16,28.97,252.53
6,2,17,28.51,80.7
6,2,18,28.08,0
6,2,19,27.89,0
6,2,20,27.76,0
6,2,21,27.66,0
6,2,22,27.59,0
6,2,23,27.47,0
6,3,0,27.37,0
6,3,1,27.29,0
6,3,2,27.26,0
6,3,3,27.37,0
6,3,4,27.58,0
6,3,5,27.55,7.02
6,3,6,27.42,120.69
6,3,7,27.83,335.16
6,3,8,28.9,551.18
6,3,9,29.9,708.47
6,3,10,30.45,804.05
6,3,11,31.17,889.98
6,3,12,31.87,772.47
6,3,13,32.23,802.97
6,3,14,32.16,597.41
6,3,15,31.71,430.64
6,3,16,31.01,229.75
6,3,17,29.91,78.05
6,3,18,28.67,0
6,3,19,28.33,0
6,3,20,28.18,0
6,3,21,28.05,0
6,3,22,27.97,0
6,3,23,27.87,0
6,4,0,27.77,0
6,4,1,27.71,0
6,4,2,27.66,0
6,4,3,27.58,0
6,4,4,27.51,0
6,4,5,27.58,7.41
6,4,6,28.24,118.75
6,4,7,29.95,310.48
6,4,8,31.26,501.16
6,4,9,31.19,543.81
6,4,10,31.75,497.37
6,4,11,32.23,162.03
6,4,12,32.7,139.08
6,4,13,32.9,129.77
6,4,14,32.69,161.71
6,4,15,32.14,223.92
6,4,16,31.18,137.8
6,4,17,29.95,35.42
6,4,18,29.01,0
6,4,19,28.68,0
6,4,20,28.49,0
6,4,21,28.37,0
6,4,22,28.19,0
6,4,23,27.94,0
6,5,0,27.65,0
6,5,1,27.35,0
6,5,2,27.11,0
6,5,3,26.97,0
6,5,4,26.92,0
6,5,5,26.93,7.02
6,5,6,27.2,99.8
6,5,7,27.98,280.9
6,5,8,29.35,451.2
6,5,9,28.98,527.63
6,5,10,28.98,695.06
6,5,11,28.88,702.2
6,5,12,28.83,688.87
6,5,13,28.92,672.03
6,5,14,29.07,544.85
6,5,15,29.12,483.36
6,5,16,28.94,241.49
6,5,17,28.53,74.97
6,5,18,27.91,0
6,5,19,27.77,0
6,5,20,27.76,0
6,5,21,27.73,0
6,5,22,27.68,0
6,5,23,27.65,0
6,6,0,27.62,0
6,6,1,27.58,0
6,6,2,27.56,0
6,6,3,27.55,0
6,6,4,27.57,0
6,6,5,27.56,5.41
6,6,6,27.9,79.91
6,6,7,28.23,220.84
6,6,8,28.56,394.9
6,6,9,28.81,584.89
6,6,10,28.98,737.72
6,6,11,29.27,795.83
6,6,12,29.65,791.57
6,6,13,30,710.58
6,6,14,30.08,622.05
6,6,15,29.87,408.64
6,6,16,29.83,221.27
6,6,17,29.25,53.34
6,6,18,28.5,0
6,6,19,28.26,0
6,6,20,28.22,0
6,6,21,28.2,0
6,6,22,28.2,0
6,6,23,28.17,0
6,7,0,28.15,0
6,7,1,28.08,0
6,7,2,28.05,0
6,7,3,28.04,0
6,7,4,28.07,0
6,7,5,28.12,7.13
6,7,6,28.26,124.51
6,7,7,28.57,328.95
6,7,8,28.95,542.23
6,7,9,29.41,646.59
6,7,10,29.98,811.25
6,7,11,30.51,838.45
6,7,12,30.96,819.59
6,7,13,31.3,691.3
6,7,14,31.52,517.74
6,7,15,31.53,331.4
6,7,16,32.21,175.11
6,7,17,31.24,68.19
6,7,18,29.85,0
6,7,19,29.48,0
6,7,20,29.18,0
6,7,21,28.98,0
6,7,22,28.81,0
6,7,23,28.68,0
6,8,0,28.51,0
6,8,1,28.43,0
6,8,2,28.4,0
6,8,3,28.38,0
6,8,4,28.52,0
6,8,5,28.82,7.2
6,8,6,29.15,99.38
6,8,7,30.44,283.73
6,8,8,31.67,480.88
6,8,9,32.12,537.17
6,8,10,32.01,561.43
6,8,11,31.69,406.84
6,8,12,31.36,75.38
6,8,13,30.98,57.57
6,8,14,30.38,50.1
6,8,15,29.83,58.59
6,8,16,29.35,40.81
6,8,17,28.9,13.76
6,8,18,28.31,0
6,8,19,27.86,0
6,8,20,27.33,0
6,8,21,26.88,0
6,8,22,26.58,0
6,8,23,26.5,0
6,9,0,26.57,0
6,9,1,26.8,0
6,9,2,27.07,0
6,9,3,27.3,0
6,9,4,27.4,0
6,9,5,27.34,6.54
6,9,6,27.51,104.23
6,9,7,27.68,277.27
6,9,8,28.05,488.95
6,9,9,28.32,627.14
6,9,10,28.57,732.25
6,9,11,29.02,745.63
6,9,12,29.89,751.25
6,9,13,30.87,747.52
6,9,14,31.27,592.41
6,9,15,31.06,489.87
6,9,16,30.83,287.8
6,9,17,29.66,103.66
6,9,18,28.6,0
6,9,19,28.33,0
6,9,20,28.19,0
6,9,21,28.05,0
6,9,22,27.9,0
6,9,23,27.76,0
6,10,0,27.65,0
6,10,1,27.58,0
6,10,2,27.52,0
6,10,3,27.5,0
6,10,4,27.48,0
6,10,5,27.5,7.09
6,10,6,27.75,112.3
6,10,7,28.11,278.34
6,10,8,28.72,437.16
6,10,9,29.08,671
6,10,10,29.38,773.66
6,10,11,29.63,886.38
6,10,12,29.71,837.68
6,10,13,29.72,610.88
6,10,14,29.55,359.88
6,10,15,30.07,29.45
6,10,16,29.7,19.28
6,10,17,29.02,9.72
6,10,18,28.37,0
6,10,19,28.14,0
6,10,20,28.08,0
6,10,21,28.08,0
6,10,22,28.12,0
6,10,23,28.19,0
6,11,0,28.23,0
6,11,1,28.28,0
6,11,2,28.3,0
6,11,3,28.35,0
6,11,4,28.44,0
6,11,5,28.31,6.88
6,11,6,28.22,130.18
6,11,7,28.5,351.64
6,11,8,29.09,567.31
6,11,9,29.43,742.48
6,11,10,29.78,842.23
6,11,11,30.24,873.81
6,11,12,30.6,906.97
6,11,13,30.66,794.65
6,11,14,30.41,675.48
6,11,15,30.03,529.25
6,11,16,29.57,316.15
6,11,17,29.08,109
6,11,18,28.71,0
6,11,19,28.71,0
6,11,20,28.73,0
6,11,21,28.71,0
6,11,22,28.62,0
6,11,23,28.51,0
6,12,0,28.44,0
6,12,1,28.33,0
6,12,2,28.14,0
6,12,3,27.99,0
6,12,4,27.91,0
6,12,5,27.9,7.07
6,12,6,28.23,123.7
6,12,7,28.48,337.61
6,12,8,28.83,563.16
6,12,9,29.35,710.02
6,12,10,29.87,841.3
6,12,11,30.37,879.32
6,12,12,30.6,857.68
6,12,13,30.43,745.74
6,12,14,30.07,539.16
6,12,15,29.78,270.83
6,12,16,29.45,56.11
6,12,17,29.19,20.35
6,12,18,28.9,0
6,12,19,28.84,0
6,12,20,28.85,0
6,12,21,28.82,0
6,12,22,28.73,0
6,12,23,28.58,0
6,13,0,28.42,0
6,13,1,28.25,0
6,13,2,28.13,0
6,13,3,28,0
6,13,4,27.91,0
6,13,5,27.87,7.06
6,13,6,28.19,115.95
6,13,7,28.67,320.8
6,13,8,30.03,541.58
6,13,9,31.07,723.1
6,13,10,31.41,849.07
6,13,11,31.83,918.74
6,13,12,31.87,890.19
6,13,13,31.62,841.03
6,13,14,31.09,647.64
6,13,15,30.49,392.61
6,13,16,29.85,207.55
6,13,17,29.4,39.43
6,13,18,29.11,0
6,13,19,29,0
6,13,20,28.95,0
6,13,21,28.9,0
6,13,22,28.81,0
6,13,23,28.58,0
6,14,0,28.33,0
6,14,1,28.12,0
6,14,2,28.01,0
6,14,3,27.91,0
6,14,4,27.85,0
6,14,5,27.83,6.71
6,14,6,27.9,123.87
6,14,7,28.17,335.98
6,14,8,29.27,567.11
6,14,9,31.13,734.02
6,14,10,31.44,825.14
6,14,11,31.49,862.95
6,14,12,31.58,836.43
6,14,13,31.37,816.93
6,14,14,31.09,648.27
6,14,15,30.75,482.75
6,14,16,30.19,284.94
6,14,17,29.65,106.11
6,14,18,29.42,0
6,14,19,29.4,0
6,14,20,29.44,0
6,14,21,29.28,0
6,14,22,29.05,0
6,14,23,28.72,0
6,15,0,28.49,0
6,15,1,28.46,0
6,15,2,28.27,0
6,15,3,27.81,0
6,15,4,27.15,0
6,15,5,26.7,4.23
6,15,6,26.93,40.94
6,15,7,27.53,129.6
6,15,8,28.51,254.41
6,15,9,29.62,452.44
6,15,10,30.98,669.4
6,15,11,31.94,722.22
6,15,12,32.4,712.04
6,15,13,32.44,649.05
6,15,14,31.97,500.94
6,15,15,31.21,366.25
6,15,16,30.37,214.2
6,15,17,29.58,57.69
6,15,18,29.04,0
6,15,19,28.95,0
6,15,20,28.93,0
6,15,21,28.84,0
6,15,22,28.78,0
6,15,23,28.65,0
6,16,0,28.49,0
6,16,1,28.3,0
6,16,2,28.08,0
6,16,3,27.83,0
6,16,4,27.62,0
6,16,5,27.48,6.03
6,16,6,27.61,106.37
6,16,7,28.13,318.8
6,16,8,29.41,538.94
6,16,9,29.92,685.37
6,16,10,30.47,829.39
6,16,11,30.92,869.12
6,16,12,31.25,869.53
6,16,13,31.25,732.22
6,16,14,30.88,413.2
6,16,15,30.31,46.66
6,16,16,29.73,24.2
6,16,17,29.33,11.09
6,16,18,29.03,0
6,16,19,28.89,0
6,16,20,28.76,0
6,16,21,28.59,0
6,16,22,28.43,0
6,16,23,28.3,0
6,17,0,28.09,0
6,17,1,27.92,0
6,17,2,27.81,0
6,17,3,27.73,0
6,17,4,27.7,0
6,17,5,27.68,4.48
6,17,6,27.91,56.36
6,17,7,28.18,174.77
6,17,8,28.89,311.73
6,17,9,29.48,418.98
6,17,10,30.1,603.21
6,17,11,30.52,625.38
6,17,12,30.95,652.58
6,17,13,30.98,695.03
6,17,14,30.62,522.69
6,17,15,30.09,302.88
6,17,16,29.48,188.69
6,17,17,28.89,36.56
6,17,18,28.5,0
6,17,19,28.36,0
6,17,20,28.23,0
6,17,21,28.09,0
6,17,22,27.94,0
6,17,23,27.76,0
6,18,0,27.58,0
6,18,1,27.4,0
6,18,2,27.28,0
6,18,3,27.25,0
6,18,4,27.33,0
6,18,5,27.45,6.14
6,18,6,27.86,84.4
6,18,7,28.34,257.79
6,18,8,28.91,447.74
6,18,9,29.77,611.66
6,18,10,30.66,774.43
6,18,11,31.42,834.52
6,18,12,31.98,876.81
6,18,13,32.1,740.86
6,18,14,31.8,613.62
6,18,15,31.15,442.29
6,18,16,30.28,248.75
6,18,17,29.46,81.59
6,18,18,29,6.8
6,18,19,28.87,0
6,18,20,28.83,0
6,18,21,28.8,0
6,18,22,28.76,0
6,18,23,28.62,0
6,19,0,28.4,0
6,19,1,28.22,0
6,19,2,28.08,0
6,19,3,27.95,0
6,19,4,27.91,0
6,19,5,27.92,7.02
6,19,6,28.31,120.61
6,19,7,28.87,341.98
6,19,8,29.63,561.53
6,19,9,30.34,740.85
6,19,10,30.82,865.14
6,19,11,31.34,932.84
6,19,12,31.74,822.8
6,19,13,31.76,839.13
6,19,14,31.4,676.2
6,19,15,30.67,453.17
6,19,16,29.81,272.94
6,19,17,29.14,96.77
6,19,18,28.8,6.66
6,19,19,28.66,0
6,19,20,28.59,0
6,19,21,28.55,0
6,19,22,28.46,0
6,19,23,28.36,0
6,20,0,28.24,0
6,20,1,28.07,0
6,20,2,27.87,0
6,20,3,27.8,0
6,20,4,27.79,0
6,20,5,27.77,7.26
6,20,6,28.3,125.4
6,20,7,28.82,344.86
6,20,8,29.62,562.2
6,20,9,30.52,738.45
6,20,10,31.38,868.48
6,20,11,32.02,940.41
6,20,12,32.44,940.02
6,20,13,32.29,838.66
6,20,14,31.68,703.37
6,20,15,30.69,533.35
6,20,16,29.76,321.46
6,20,17,29.2,108.73
6,20,18,28.91,7
6,20,19,28.83,0
6,20,20,28.74,0
6,20,21,28.68,0
6,20,22,28.56,0
6,20,23,28.37,0
6,21,0,28.13,0
6,21,1,27.87,0
6,21,2,27.75,0
6,21,3,27.72,0
6,21,4,27.7,0
6,21,5,27.71,7.2
6,21,6,28.15,123.31
6,21,7,28.73,342.66
6,21,8,29.62,555.48
6,21,9,30.5,732.74
6,21,10,31.27,848.91
6,21,11,31.93,918.92
6,21,12,32.42,907.91
6,21,13,32.51,801.2
6,21,14,31.91,667.18
6,21,15,31.06,554.09
6,21,16,30.17,340.27
6,21,17,29.47,113.55
6,21,18,28.98,6.77
6,21,19,28.82,0
6,21,20,28.82,0
6,21,21,28.78,0
6,21,22,28.7,0
6,21,23,28.58,0
6,22,0,28.37,0
6,22,1,28.15,0
6,22,2,28.12,0
6,22,3,28.37,0
6,22,4,28.14,0
6,22,5,27.89,6.85
6,22,6,28.33,77.95
6,22,7,28.85,243.85
6,22,8,29.55,421.35
6,22,9,30.21,652.84
6,22,10,30.86,811.54
6,22,11,31.14,909.91
6,22,12,31.39,903.17
6,22,13,31.44,747.66
6,22,14,30.98,600.23
6,22,15,30.3,405.34
6,22,16,29.66,208.55
6,22,17,29.11,51.52
6,22,18,28.62,5.76
6,22,19,28.5,0
6,22,20,28.47,0
6,22,21,28.46,0
6,22,22,28.35,0
6,22,23,28.18,0
6,23,0,28.04,0
6,23,1,27.95,0
6,23,2,27.9,0
6,23,3,27.83,0
6,23,4,27.71,0
6,23,5,27.65,6.54
6,23,6,27.82,74.88
6,23,7,28.15,225.3
6,23,8,28.42,394.42
6,23,9,28.8,478.29
6,23,10,29.48,646.04
6,23,11,30.26,639.59
6,23,12,30.74,734.78
6,23,13,30.76,693.41
6,23,14,30.35,425.07
6,23,15,29.87,260.45
6,23,16,29.31,142.05
6,23,17,28.79,23.9
6,23,18,28.46,5.48
6,23,19,28.3,0
6,23,20,28.23,0
6,23,21,28.26,0
6,23,22,28.1,0
6,23,23,27.9,0
6,24,0,27.73,0
6,24,1,27.59,0
6,24,2,27.45,0
6,24,3,27.37,0
6,24,4,27.37,0
6,24,5,27.41,6.83
6,24,6,27.68,88.41
6,24,7,28.3,236.7
6,24,8,29.19,345.02
6,24,9,30.29,510.6
6,24,10,31.28,784.94
6,24,11,31.98,878.32
6,24,12,31.94,784.76
6,24,13,31.36,842.17
6,24,14,30.38,663.14
6,24,15,29.58,510.94
6,24,16,28.97,306.23
6,24,17,28.48,106.76
6,24,18,28.08,7.18
6,24,19,27.9,0
6,24,20,27.76,0
6,24,21,27.65,0
6,24,22,27.54,0
6,24,23,27.4,0
6,25,0,27.26,0
6,25,1,27.19,0
6,25,2,27.14,0
6,25,3,27.23,0
6,25,4,27.41,0
6,25,5,27.41,6.29
6,25,6,27.65,72.21
6,25,7,27.8,241.87
6,25,8,27.94,390.13
6,25,9,28.25,573
6,25,10,28.59,687.62
6,25,11,28.83,773.27
6,25,12,29.04,753.07
6,25,13,29.17,646.81
6,25,14,29.15,534.4
6,25,15,30.18,303.9
6,25,16,29.7,153.91
6,25,17,28.52,41.39
6,25,18,27.71,5.33
6,25,19,27.56,0
6,25,20,27.55,0
6,25,21,27.52,0
6,25,22,27.48,0
6,25,23,27.4,0
6,26,0,27.35,0
6,26,1,27.23,0
6,26,2,27.03,0
6,26,3,26.87,0
6,26,4,26.77,0
6,26,5,26.7,5.77
6,26,6,26.86,64.74
6,26,7,27.08,211.45
6,26,8,27.36,385.43
6,26,9,28.23,471.34
6,26,10,28.27,619.24
6,26,11,28.46,652.85
6,26,12,28.58,516.27
6,26,13,28.58,124.54
6,26,14,28.44,51.59
6,26,15,28.19,35.19
6,26,16,27.89,23.16
6,26,17,27.55,11.35
6,26,18,27.07,4.65
6,26,19,26.94,0
6,26,20,26.92,0
6,26,21,26.91,0
6,26,22,26.94,0
6,26,23,27.01,0
6,27,0,27.03,0
6,27,1,27.04,0
6,27,2,27.06,0
6,27,3,27.14,0
6,27,4,27.23,0
6,27,5,27.28,0
6,27,6,27.52,87.38
6,27,7,27.96,241.54
6,27,8,28.65,418.36
6,27,9,29.5,607.55
6,27,10,30.23,765.04
6,27,11,30.8,912.22
6,27,12,31.24,887.54
6,27,13,31.36,721.62
6,27,14,30.95,674.94
6,27,15,30.33,461.85
6,27,16,29.62,252.89
6,27,17,28.88,80.16
6,27,18,28.37,6.53
6,27,19,28.22,0
6,27,20,28.16,0
6,27,21,28.12,0
6,27,22,28.08,0
6,27,23,28.01,0
6,28,0,27.93,0
6,28,1,27.84,0
6,28,2,27.77,0
6,28,3,27.65,0
6,28,4,27.54,0
6,28,5,27.51,0
6,28,6,27.78,122.25
6,28,7,28.37,323.43
6,28,8,29.07,539.78
6,28,9,29.76,687.54
6,28,10,30.37,807.47
6,28,11,30.78,816.86
6,28,12,30.97,827.3
6,28,13,30.91,735.98
6,28,14,30.74,606.22
6,28,15,30.33,419.03
